Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CTSO,Cytosorbents Corporation,10.79,341523148.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,0.61,20518875.61,n/a,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),233.2,321989967.2,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",8.79,391934013.8,n/a,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",0.8601,9824200.676,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,0.7776,20167961.9,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.06,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",13.1,217135499.9,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",4.52,291332902.6,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",0.27,0,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,4.75,40092028.25,n/a,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,13.06,166341915.8,n/a,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",58.99,2290636443,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,2.13,55372819.77,n/a,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,23.27,154745500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl
DINT,Davis Select International ETF,15.87,62686500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint
DUSA,Davis Select U.S. Equity ETF,22.4472,136927920,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,21.94,221594000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,3.88,89021319.32,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,15.3,409280049,26750330,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt
DDMX,DD3 Acquisition Corp.,n/a,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx
DDMXU,DD3 Acquisition Corp.,9.99,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu
DDMXW,DD3 Acquisition Corp.,0.35,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw
DCPH,"Deciphera Pharmaceuticals, Inc.",24.06,906128496.1,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",6.93,230920039.4,n/a,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",10.66,402565934.9,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",1.65,0,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",0.527,11890253.05,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi
DELT,Delta Technology Holdings Limited,1.03,13194623.42,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/delt
DNLI,Denali Therapeutics Inc.,18.91,1795638610,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli
DENN,Denny&#39;s Corporation,16.655,1042391048,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,37,8234262125,n/a,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray
DERM,"Dermira, Inc.",11.08,466699239.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,4.45,65069074.8,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",2.69,132301898.8,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",3.04,48291126.56,n/a,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",0.4538,6832749.52,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtrm
DXCM,"DexCom, Inc.",125.99,11193499027,n/a,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm
DFBH,DFB Healthcare Acquisitions Corp.,9.83,71882907.15,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh
DFBHU,DFB Healthcare Acquisitions Corp.,10.22,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu
DFBHW,DFB Healthcare Acquisitions Corp.,1.47,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw
DHXM,DHX Media Ltd.,2.49,335794970.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",176.34,622502066.2,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",109.31,11068502251,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,0.992,9879263.52,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",14.48,908358520.2,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna
DFFN,Diffusion Pharmaceuticals Inc.,0.2906,14716980.47,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,11.74,322477865.5,n/a,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,19.2,228103776,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,0.98,19826015.44,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",2.86,29814790.72,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",1.71,132792659.5,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",17.7,663032813.7,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,33.64,1689429495,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod
DISCA,"Discovery, Inc.",30.14,15778296842,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca
DISCB,"Discovery, Inc.",35.64,18657548090,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb
DISCK,"Discovery, Inc.",27.35,14317731208,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,32.11,15017008512,n/a,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,4.1705,27259046.94,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.12,36485005.76,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,5.16,61401389.04,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,34.52,514297704.4,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,34.95,150508680,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf
DOCU,"DocuSign, Inc.",41.11,6446401094,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu
DOGZ,Dogness (International) Corporation,3.1706,82161758.45,n/a,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",83.15,19780423537,n/a,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",1.426,19548175.55,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",0.22,0,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw
DOMO,"Domo, Inc.",15.83,416918984.1,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo
DGICA,"Donegal Group, Inc.",13.75,389015990,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",12.33,348841247.8,n/a,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",16.13,520672754.6,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",87.53,2892541851,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm
DOVA,"Dova Pharmaceuticals, Inc.",15.08,425317797.8,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova
LYL,Dragon Victory International Limited,1.65,18845300.1,n/a,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl
DOTA,"Draper Oakwood Technology Acquisition, Inc.",10.2,23733145.8,n/a,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dota
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",0.39,0,n/a,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dotar
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",11,0,n/a,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dotau
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",0.28,0,n/a,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dotaw
DBX,"Dropbox, Inc.",23.66,9618347430,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx
DCAR,"DropCar, Inc.",0.355,3447917.62,n/a,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar
DRYS,DryShips Inc.,5.65,527769217.7,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",12,266354976,n/a,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,28.6,932028440.2,n/a,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",71.53,5908188159,n/a,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,0.8003,129696392.3,n/a,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",36.84,647288083.7,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,0.98,16971258.78,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.65,21700359.75,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,12.2,764836031.6,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,51.83,13177210532,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
SSP,E.W. Scripps Company (The),17.01,1372239310,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp
EBMT,"Eagle Bancorp Montana, Inc.",17.35,94738842.2,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",54.74,1878063329,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,4.48,325214910.7,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",16,25804928,n/a,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",48.2,718814263.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",52.15,7559631041,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EML,Eastern Company (The),27.09,169770619,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",6.44,41307673.4,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east
EVGBC,Eaton Vance NextShares Trust,99.99,62493750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,99.98,44991000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EVFTC,Eaton Vance NextShares Trust II,100.03,52515750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc
EVLMC,Eaton Vance NextShares Trust II,100.04,70028000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
OKDCC,Eaton Vance NextShares Trust II,100.06,512807500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc
EBAY,eBay Inc.,28.8,27729423331,n/a,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,25.34,0,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",49.54,1549124123,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix
ECHO,"Echo Global Logistics, Inc.",25.02,714252570.3,n/a,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,41.99,4040913151,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.78,46495595.3,n/a,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei
ESES,"Eco-Stim Energy Solutions, Inc.",0.1372,10272641.04,n/a,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,2.76,80984731.44,29342294,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",0.6745,21130822.34,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edge
EDNT,"Edison Nation, Inc.",6.11,26810191.2,n/a,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt
EDIT,"Editas Medicine, Inc.",28.76,1375021064,n/a,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit
EDTX,EdtechX Holdings Acquisition Corp.,9.73,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx
EDTXU,EdtechX Holdings Acquisition Corp.,9.96,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu
EDTXW,EdtechX Holdings Acquisition Corp.,0.39,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw
EDUC,Educational Development Corporation,9.8,80232227.6,n/a,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,7.11,198163400.1,n/a,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan
EHTH,"eHealth, Inc.",34.55,670493400.3,n/a,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth
EIDX,"Eidos Therapeutics, Inc.",14.24,523279871.7,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx
EIGR,"Eiger BioPharmaceuticals, Inc.",9.96,190191439,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",1.84,115261751,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",15.76,615691759.4,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,1.81,16635362.48,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,123.8,5292843932,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",39.38,3051950000,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
SOLO,Electrameccanica Vehicles Corp. Ltd.,1.49,41137001.74,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.3966,0,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow
ESIO,"Electro Scientific Industries, Inc.",28.93,992198931.1,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esio
ECOR,"electroCore, Inc.",6.1,179645207.4,n/a,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor
EA,Electronic Arts Inc.,84.93,25659790151,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",27.62,1213391096,n/a,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.6999,12563088.15,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else
ESBK,Elmira Savings Bank NY (The),19.75,60008637,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ELOX,"Eloxx Pharmaceuticals, Inc.",15.15,528093852,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox
ELTK,Eltek Ltd.,3.285,6663793.32,n/a,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,31.8,685455423.6,n/a,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,33,74947587,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,4.42,121522799.3,n/a,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.78,48820990.68,n/a,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",15.14,520865205,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",81.91,1587213237,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,27.77,856764983.1,n/a,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,48.95,1022034295,n/a,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,11.66,2615859902,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",23.6,1937504068,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",0.8688,89880540.68,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx
NDRA,ENDRA Life Sciences Inc.,3.92,15378265.84,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra
NDRAW,ENDRA Life Sciences Inc.,1.31,0,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw
EIGI,"Endurance International Group Holdings, Inc.",8.2,1179614264,n/a,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,8.11,211627206,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",1.19,14368679.99,n/a,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",8.21,442209400.9,n/a,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ENG,ENGlobal Corporation,0.9,24758385.3,n/a,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",5.3,563538967.1,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,177.82,3815478583,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRP,Enstar Group Limited,24.91,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ETTX,Entasis Therapeutics Holdings Inc.,6.4,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
ENFC,Entegra Financial Corp.,23.2,159886790.4,n/a,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",28.27,3995429660,n/a,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,5.3,60570096,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.9,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
EBTC,Enterprise Bancorp Inc,33.66,393652420.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,44.96,1040857180,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc
EPZM,"Epizyme, Inc.",7.6,601677202.8,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,78.62,1077466187,n/a,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus
EQ,"Equillium, Inc.",16.67,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq
EQIX,"Equinix, Inc.",382.17,30722837003,n/a,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
EQBK,"Equity Bancshares, Inc.",37.8,596769201,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
ERIC,Ericsson,8.43,2623416851,311200101,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,133.34,6972330999,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
ERYP,Erytech Pharma S.A.,7,21064029,3009147,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
ESCA,"Escalade, Incorporated",11.81,170533140.4,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
ESPR,"Esperion Therapeutics, Inc.",51.89,1391222894,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",25.41,189195821.4,n/a,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",16.01,188767442,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,3.07,19375070.86,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,12.72,478804103,n/a,n/a,Consumer Services,Paper,https://www.nasdaq.com/symbol/esnd
ESTA,Establishment Labs Holdings Inc.,26.5,544265506.5,n/a,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta
ESTR,"Estre Ambiental, Inc.",4,204746928,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
ESTRW,"Estre Ambiental, Inc.",0.1394,0,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,47.1401,405404860,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,31.42,477584000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.64,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi
ETON,"Eton Pharmaceutcials, Inc.",6.03,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton
ETSY,"Etsy, Inc.",48.23,5809787874,n/a,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,3.45,7113586.05,n/a,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt
EDRY,EuroDry Ltd.,9.57,21572024.1,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry
EEFT,"Euronet Worldwide, Inc.",113.07,5829926626,n/a,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,1.04,11725091.04,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
EVLO,"Evelo Biosciences, Inc.",9.66,306623875.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo
